축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
제18회 구리 유채꽃 축제,구리한강 시민공원,2018-05-04,2018-05-06,무대공연+체험부스운영+먹거리 체험+꽃 관람,(사)한국예총 구리지회,경기도 구리시,경기도+한국관광공사+경기관광공사,031-550-2065,http://www.guri.go.kr,,경기도 구리시 코스모스길14번길 249(토평동),경기도 구리시 토평동 810,37.574478,127.132863,2022-06-30,3980000,경기도 구리시
휴애리 여름수국 축제,휴애리자연생활공원,2022-05-27,2022-07-20,휴애리 여름 수국축제는 정성스럽게 키운 다양한 수국을 온실. 수국정원. 수국오름 등 공원 곳곳에서 감상할 수 있어 제주도민과 관광객에게 인기가 좋은 제주 대표 축제다.,휴애리자연생활공원,휴애리자연생활공원,,064-732-2114,http://hueree.com,,제주특별자치도 서귀포시 남원읍 신례동로 256,,,,2022-06-13,6500000,제주특별자치도
한라산 철쭉 등산대회 & 한라산 철쭉제,한라산 어리목광장 및 돈내코 충혼묘지주차장,2022-06-05,2022-06-05,제16회 전국 한라산 철쭉 등산대회,(사)대한산악연맹 제주특별자치도산악연맹,(사)대한산악연맹 제주특별자치도산악연맹,,064-759-0848,https://jeju.kaf.or.kr/,,제주특별자치도 서귀포시 돈내코로 137,,,,2022-06-13,6500000,제주특별자치도
원도심 5월 소풍,칠성로1가 아케이드일원,2022-05-07,2022-05-07,우리동네. 원도심 원도심 소풍 행사,제주특별자치도 도시재생지원센터,제주특별자치도 도시재생지원센터,,064-727-0617,http://jejuregen.org/,,제주특별자치도 제주시 칠성로길 1,,,,2022-06-13,6500000,제주특별자치도
사려니숲 에코힐링 체험,사려니숲,2022-06-09,2022-06-12,개막식 공연/ 인증샷 이벤트 기념품증정/ 숲속힐링명상프로그램 1일 2회,사려니숲길위원회,사려니숲길위원회,,064-750-2291,https://www.facebook.com/saryeoni/,,제주특별자치도 서귀포시 표선면 남조로 1487-73,,,,2022-06-13,6500000,제주특별자치도
창원단감축제,창원단감테마공원,2019-10-26,2019-10-27,개장행사+단감요리경연대회+단감요리체험+문화예술공연,창원단감축제위원회,창원단감축제위원회,,,,,경상남도 창원시 의창구 동읍 동읍로359번길 27,,,,2022-06-08,5670000,경상남도 창원시
마산아구데이축제,오동동문화광장,2022-05-13,2022-05-13,아구가요제+체험프로그램+무료시식회,경상남도+경상남도 창원시,아구데이추진위원회+오동동상인연합회,,,,,,경상남도 창원시 마산합포구 동성동 177-1,,,2022-06-08,5670000,경상남도 창원시
창원K-POP월드페스티벌,창원종합운동장,2021-10-15,2021-10-15,본선진출자 경연+K-POP스타 축하공연,KBS,외교부+해외문화홍보원,경상남도 창원시,,,,경상남도 창원시 성산구 원이대로 450,,,,2022-06-08,5670000,경상남도 창원시
제22회소래포구축제,인천 남동구 소래포구 일원,2022-10-01,2022-10-03,관광축제,인천광역시 남동구,인천광역시 남동구,,032-453-2142,www.namdong.go.kr/soraefestival,경관조명조성+스탬프투어+온라인공모전 등 비대면 축제,인천광역시 남동구 아암대로 1454,인천광역시 남동구 논현동 775,37.38725249,126.7269798,2022-06-27,3530000,인천광역시 남동구
단종문화제,장릉 및 영월읍 일원,2022-04-29,2022-05-01,조신시대국장재현+정순왕후선발대회+야간칡줄다리기,영월문화재단,강원도 영월군,문화체육관광부+강원도+강원랜드,033-375-6353,http://www.ywcf.com/,장릉+청령포+단종+동강둔치+국장,강원도 영월군 영월읍 단종로 24,강원도 영월군 영월읍 영흥리 961-2,37.18609549,128.4681825,2022-06-15,4270000,강원도 영월군
동강국제사진제,동강사진박물관,2022-07-22,2022-10-09,동강사진상+워크숍+사진예술전시,영월문화재단,강원도 영월군,강원도,033-375-6353,http://www.ywcf.com/,동강사진상+워크숍+사진예술전시,강원도 영월군 영월읍 영월로 1909-10,강원도 영월군 영월읍 하송리 217-2,37.18193994,128.4615511,2022-06-15,4270000,강원도 영월군
증평인삼골축제,증평보강천체육공원,2022-10-06,2022-10-09,"핵심프로그램(인삼캐기체험·홍삼포크삼겹살대잔치)+인삼, 홍삼포크를 테마로 한 공연·전시·체험프로그램 운영+개막 공연 및 문화공연(열린콘서트·인삼골합창제·인삼골군악콘서트)+경연행사(국제청소년페스티벌·인삼장사씨름대회·인삼골가요제·증평인삼어린이사생대회·백곡김득신백일장)+기타 전시·체험행사·참여행사 등",증평문화원,증평인삼골축제추진위원회,충청북도 증평군청,043-835-3977,https://www.jp.go.kr/tour/prog/tursmCn/sub03_01/view.do?progNo=p00000006356hw4uR8as,,,충청북도 증평군 증평읍 송산리 217,36.78615603,127.5746346,2022-08-18,5570000,충청북도 증평군
제17회 파주개성인삼축제,임진각 광장,2022-10-22,2022-10-23,파주개성인삼 전시 및 판매+농특산물 홍보 및 판매+각종 공연 및 체험행사 등,파주개성인삼축제추진위원회,경기도 파주시청,,031-940-5282,http://tour.paju.go.kr,,경기도 파주시 문산읍 임진각로 177,경기도 파주시 문산읍 마정리 1325-1,37.88953876,126.7401859,2022-08-05,4060000,경기도 파주시
제26회 파주장단콩축제,임진각 광장,2022-11-25,2022-11-28,파주장단콩 전시 및 판매+농특산물 홍보 및 판매+각종 공연 및 체험행사 등,파주장단콩축제추진위원회,경기도 파주시청,,031-940-5282,http://tour.paju.go.kr,,경기도 파주시 문산읍 임진각로 177,경기도 파주시 문산읍 마정리 1325-1,37.88953876,126.7401859,2022-08-05,4060000,경기도 파주시
거제학동몽돌해변 불꽃축제,학동흑진주몽돌해변,2022-10-19,2022-10-19,우수한 관광자원이 몽돌을 소재로 전국적으로 특색 있고 차별화된 축제를 통하여 우리 시의 인지도 향상 및 볼거리 등으로 체험형 문화관광 축제(2020년도 취소),경상남도 거제시 동부면,경상남도 거제시 동부면,,055-639-6511,,,경상남도 거제시 동부면 학동6길 18-1,경상남도 거제시 동부면 학동리 295-1,34.77330415,128.6402426,2022-07-06,5370000,경상남도 거제시
거제 섬꽃축제,거제시 농업개발원,2022-10-29,2022-11-07,"꽃, 문화, 사람이 어우러지는 가을꽃 축제이다. 주행사로는 국화분재 전시, 힐링허브랜드, 가을꽃 조형물 전시, 테마꽃동산, 국화소품, 실증시험온실, 화목류시험포, 난지과수원 등이 있다.",경상남도 거제시 농업육성과,경상남도 거제시농업기술센터 농업관광과,,055-639-6443,,,경상남도 거제시 거제면 거제남서로 3577,경상남도 거제시 거제면 서정리 978-14,34.856465,128.579128,2022-07-06,5370000,경상남도 거제시
제26회 부천국제판타스틱영화제,부천시청 일원,2022-07-07,2022-07-17,개폐막식+영화상영+문화행사 등,(사)부천국제판타스틱영화제조직위원회,(사)부천국제판타스틱영화제조직위원회,문화체육관광부+경기도청+경기도 부천시청,032-327-6313,http://www.bifan.kr,,경기도 부천시 길주로 210,경기도 부천시 중동 1156,37.50358247,126.765337,2022-07-06,3860000,경기도 부천시
진주남강유등축제,진주성 및 진주남강일원,2022-10-10,2022-10-31,"개제식(초혼점등), 소망등 달기, 추억의 유등띄우기, 창작등 전시, 진주성 둘레길등 전시, 한국의 등·세계풍물등 전시 등",진주남강유등축제제전위원회,경상남도 진주시+진주문화예술재단,문화체육관광부+경상남도+한국관광공사+경상남도교육청+언론기관,055-755-9111,http://www.yudeung.com,,경상남도 진주시 강남로 291번길 10,경상남도 진주시 강남동 98,35.18725548,128.0855326,2022-07-05,5310000,경상남도 진주시
개천예술제,진주시 일원,2022-10-27,2022-11-03,"성화 채화, 진다례 말차시연, 호국타종, 성화 봉송 및 안치, 제향, 진군명령 퍼포먼스, 개천합창제, 진주오광대 정기공연, 진주·삼천포 농악, 종야축제(뮤지컬 진주대첩), 서제, 개제식, 가장행렬경진대회, 예술경연대회, 진주대첩승전재현행사, 종야축제, 예술문화축하행사, 체험행사, 각종 전시 등",개천예술제 제전위원회,경상남도 진주시 + (사)한국예총 진주지회,,055-752-0111,http://www.gaecheonart.com,,경상남도 진주시 강남로 215(칠암동) 문화예술회관 6층,경상남도 진주시 칠암동 500-15,35.18727536,128.0917424,2022-07-05,5310000,경상남도 진주시
코리아드라마페스티벌,"경남문화예술회관, 장대동 남강둔치 일원",2022-10-08,2022-11-03,"코리아드라마어워즈, KDF콘서트, 드라마영상국제포럼, 부대행사 등",(사)드라마페스티벌 조직위원회,(사)드라마페스티벌 조직위원회,문화체육관광부+경상남도+진주시,055-755-2363,http://www.kdfo.org,,"경상남도 진주시 강남로275, 4층",경상남도 진주시 칠암동 496-2,35.18839494,128.0869247,2022-07-05,5310000,경상남도 진주시
진주논개제,진주성 일원,2022-05-05,2022-05-08,"헌다례 및 신위순행, 의암별제, 실경역사뮤지컬 의기논개, 교방행렬, 진주교방의악가무, 교방문화 체험행사 등",진주논개제 제전위원회,경상남도 진주시+진주문화관광재단+진주문화원+(사)진주민속예술보존회,,055-746-5001,http://jjcc.or.kr/,,경상남도 진주시 진양호로 476,경상남도 진주시 남성동 3-18,35.19079391,128.0776702,2022-07-05,5310000,경상남도 진주시
옥천군 평생학습 어울림 축제,옥천군 평생학습원 일원,2022-09-10,2022-09-10,평생학습 동아리 공연+전시+체험+프리마켓 등,충청북도 옥천군,충청북도 옥천군,,043-730-3606,http://www.oc.go.kr/edulife/index.do,평생학습원+옥천군민도서관,충청북도 옥천군 옥천읍 관성로4길 10,충청북도 옥천군 옥천읍 문정리 366,36.30042417,127.5749213,2022-06-09,4430000,충청북도 옥천군
옥천군민도서관 북페스티벌,옥천군 평생학습원 일원,2022-09-10,2022-09-10,9월 독서의달 기념행사+체험+특강 등,충청북도 옥천군,충청북도 옥천군,,043-730-3613,http://lib.oc.go.kr,평생학습원+옥천군민도서관,충청북도 옥천군 옥천읍 관성로4길 10,충청북도 옥천군 옥천읍 문정리 366,36.30042417,127.5749213,2022-06-09,4430000,충청북도 옥천군
청소년 축제,청소년수련관,2022-10-15,2022-10-15,공연+체험부스 운영 등,충청북도 옥천군,충청북도 옥천군,,043-730-4984,http://www.oc.go.kr/youth/index.do,평생학습원+청소년수련관,충청북도 옥천군 옥천읍 동부로39,충청북도 옥천군 옥천읍 문정리 424-1,36.30665167,127.5767673,2022-06-09,4430000,충청북도 옥천군
제5회 옥천군민의 날 기념행사,옥천체육센터,2022-10-15,2022-10-15,주민참여 및 축하가수 공연+군민대상 시상,충청북도 옥천군,충청북도 옥천군,,043-730-3173,,,충청북도 옥천군 옥천읍 동부로 39-1,충청북도 옥천군 옥천읍 동부로 39-1,36.3062659,127.5780119,2022-06-09,4430000,충청북도 옥천군
지용제,정지용생가 및 구읍일원,2022-09-29,2022-10-02,유튜브 및 공식홈페이지 등을 활용한 온라인 병행 지용문학상 시상 등 문학프로그램 운영 등,옥천문화원,충청북도 옥천군,,043-733-5588,http://gy-festival.okcc.or.kr,,충청북도 옥천군 옥천읍 관성로 35,충청북도 옥천군 옥천읍 문정리 476,36.30209032,127.5731251,2022-06-09,4430000,충청북도 옥천군
중봉충렬제,관성회관 및 안남면표충사,2022-10-14,2022-10-16,추모제례 및 학술세미나,옥천문화원옥천청년회의소,충청북도 옥천군,,043-733-5588,,,충청북도 옥천군 옥천읍 관성로 35,충청북도 옥천군 옥천읍 문정리 476,36.30209032,127.5731251,2022-06-09,4430000,충청북도 옥천군
순창장류축제,순창전통고추장민속마을 일원,2022-10-14,2022-10-16,문화공연+장류체험+전시+판매+주민참여 프로그램 등,전라북도 순창군,순창장류축제추진위원회,문화체육관광부+전라북도+한국관광공사,063-652-9301,http://www.jangfestival.co.kr,강천산군립공원+전통고추장민속마을,전라북도 순창군 순창읍 민속마을길 6-3,전라북도 순창군 순창읍 백산리 265-4,35.36859967,127.1099773,2022-06-15,4770000,전라북도 순창군
진해군항제,중원로터리 및 진해구 일원,2019-04-01,2019-04-10,추모대제+승전행사+불꽃쇼+문화예술행사,(사)이충무공선양군항제위원회,경상남도 창원시,,,,,경상남도 창원시 진해구 진해대로 649,,35.15910822,128.6869245,2022-06-08,5670000,경상남도 창원시
진해군악의장페스티벌,진해공설운동장,2019-04-01,2019-04-10,개막행사+주공연장 마칭공연+프린지공연,(사)이충무공선양군항제위원회,경상남도 창원시,,,,,경상남도 창원시 진해구 충무로 43(도만동),,35.14836103,128.6554537,2022-06-08,5670000,경상남도 창원시
마산국화축제,마산해양신도시 및 원도심 일원,2021-10-27,2021-11-10,국화작품전시+공연,마산국화축제위원회,경상남도 창원시,,,,,경상남도 창원시 마산합포구 해안대로 180,,35.19164153,128.5677047,2022-06-08,5670000,경상남도 창원시
창원진동불꽃낙화축제,창원진동면 광암항,2021-12-11,2021-12-11,축하공연+개막식+불꽃낙화 점화,창원서부수협+진동면청년회,창원진동미더덕축제위원회+창원진동불꽃낙화축제위원회,,,,,경상남도 창원시 마산합포구 진동면 광암해안길16-1,,35.10418995,128.4971465,2022-06-08,5670000,경상남도 창원시
야철제,성산패총,2021-06-30,2021-06-30,초혼제+불씨봉송 및 점화+제례,경상남도 창원시,경상남도 창원시,,,,,경상남도 창원시 성산구 성산패총로 137,,35.20793223,128.6792735,2022-06-08,5670000,경상남도 창원시
마산만날제,만날공원,2019-09-14,2019-09-16,개막식+당산제,마산예총+마산만날제운영위원회,마산예총,,,,,경상남도 창원시 마산합포구 만날고개1길 60-7,,,,2022-06-08,5670000,경상남도 창원시
남산상봉제,남산공원,2019-09-28,2019-09-29,개막식+상봉가요제+남산어울림한마당+체험행사,창원남산상봉제 축제위원회,창원남산상봉제 축제위원회,,,,,경상남도 창원시 의창구 팔용로 494-37,,35.25767299,128.6191963,2022-06-08,5670000,경상남도 창원시
